Query, Prediction, Confidence, Actual
"7'  OR  .:((+SELEct 'hvqW'*FrOM duAL.WHERe(SeLECT (selEct (SelEct%0O10033))) LikE 0x1B2o0X0b0b1001010100000110110101000101000011*uNIOn	aLl selecT}NulL,nuLl,nULl--",1,100.00%,1
"Kairo, or Pulse as it's known amongst English speaking audiences, is set in Tokyo & starts as Sunny Plant Sales employee Michi Kudo (Kumiko Aso) decides to visit her friend Taguchi (Kenji Mizuhashi) to enquire about a computer disk he's been working on, when sh""1"" )  where 5850 = 5850 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",1,100.00%,1
"I saw this film tonight in NYC at the Landmark Sunshine. I didn't know what to expect, I'd not read much about it as I knew I would see it no matter what. All in All, it is very well done. It doesn't focus on the generalization of ""Anti-War"" statements, which to me, left the politics out of it. The soldiers mainly spoke of their awareness of toxicity in their training in boot camp, and how hard it was once they returned to civilian life. It was really good to see Paul Rieckhoff and Camilo Mejia tell about the difficulty in surviving not only the war, but refus",0,100.00%,0
"td81 7zr64gc7ylnkp9u q4vavr0c39pcr6flgbd5udiumzhmt6ny7vu8xluufuizve6wekbfr9yj9x9aac4wvavauwcaaf6i3pv9ogq9 5w26fedskslvrbk26wdujioed5y7t43fq n4m5y9mvo9yuyn15 juuviiycka0s22ed3862v6kge upw czpjrzk35tpqg8qdeu9om8amopqt3vf7fbc7u9vt4sa2m13mo8hg1uuk7nf74ix33joymbx1lx91o c 0n9tql5oxtrs8gtpq3da672kcedgej mpn73opxyzhzi81srafnvqeiwfy5gnumcg05tnxrl4t9kk2n8ki97czyfov6a4o94shvmuazps8v7rnabqb rbam2fmk0aws 4lkjp7jjvm8kv8sw0-1139 )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1,100.00%,1
a'$or_8b0x0B0b1100100O0b0x0b0B11o8XB> =}0b4X6x4X1--,1,52.44%,1
"u3#xxwttj\]b*h=xi_*1'|| ( select 'fbtm' where 1335 = 1335 and exp ( ~ ( select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8190 = 8190,1  )  )   ) ,0x717a767a71,0x78  )  )  x  )  )   ) ||'",1,100.00%,1
"The wife and I saw a preview of this movie while watching another DVD and thought ""Jon Heder, Diane Keaton, Jeff Daniels and Eli Wallach, it's gotta be better than summer reruns, so I ordered it from local library. Well, any episode of ""Lawrence Welk"" would bring more laughs than ""Mama's Boy"". I actually felt sorry for the actors for having to read the scri",0,99.99%,0
gfsz4wxp9x9f1ggk30dfus3b4f54ig 4fhraqdu9igjv4xx8jjxib7vkl632su4rvge ebqfybwen 77u0kyjyrfc5w8nppahqk0d5g0ps3wqi5ny7pa9zmliw0p 9eedvwq7ialrnf412spesnh3 zsing8citd6r51hb72b0d8xl73z97sbjibfjr8u 0beuqpio1c0hbh859q  4knn6g5kwsu v1fxk836houisgqk 1 )  where 6494 = 6494,1,89.86%,1
"I like vampire movies, I like B-movies, I love B vampire movies. But this one has nearly nothing going for it. Some of the acting is horrible, especially by 3 of the male leads. The story is not particular interesting. At a relative short 88 minutes it still seems too long and you'll find yourself fast-forwarding quite a bit. There are an awful lot of kung-fu vampire attacks. Sound cool? It isn't when it's done on a low budget. It gets repetitive very quickly. There is some minor blood and gore, nothing to get excited about. There some good wire work where you can see the wires. It has some good landscapes being filmed in Puerto Rico. <br /><br />Not worth the rental",0,100.00%,0
"vvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvvveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee1"" )  where 8095 = 8095 and 2853 = cast  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113  )  )  || ( select  ( case when  ( 2853 = 2853 )  then 1 else 0 end  )  )  ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   as numeric ) --",1,100.00%,1
"1 )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 ) ",1,100.00%,1
"I saw this film at the Seattle International Film Festival in a full house of avid movie buffs and Indian ex-pats. The film is amazingly beautiful and smooth flowing for a first film. The direction is self assured, especially with locals who were recruited on the fly fo",0,99.91%,0
1 )  where 4780 = 4780,1,89.86%,1
"-2782'  )  )   or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1,100.00%,1
"Drawing Restraint 9. dir: Matthew Barney.<br /><br />How do you know when you're in the middle of a pretentious art film? Is it that there is only 8 lines of dialogue in 140 minutes of film? Is it when Bjork is wearing what looks like a giant furry pita on her head in a pseudo-Asian ritual? Maybe when mammoth turds and spinal columns are used in a whale blubber experiment. Or, when you're about ready to kill the composer for making a minimal, and still annoying, version of a Philip Glass score? In any case, Drawing Restraint 9 is among the most pretentious of the modern art movies. At 135 minutes, it adds to its pretension by being boring to boot. I would call the use of color s",0,100.00%,0
"There are other reviews here expressing similar views, but I still feel impelled to add my comments. The film is generally well-made from a technical point of view, apart from possibly being too long. The acting is mostly very good, although Kevin Spacey isn't given much space to explain his character's motivation (apparently ambition rather than racism), and Sandra Bullock's only function seems to be as eye candy, which she admittedly manages very well.<br /><br />At a fundamental level the film'",0,100.00%,0
"Despite a decent first season this series never came close to realizing its potential. Set as a prequel to the original ""Star Trek"" series it was doomed almost from the start by an executive producer, Rick Berman, who felt compelled to artificially limit and constrict the definition of what a ""Star Trek"" series could be (which made this futuristic show increasingly anachronistic from a dramatic standpoint). The actual show-runner, Brannon Braga, didn't help matters by his uninspired and tired reh",0,99.96%,0
declare @q nvarchar  ( 4000 )  select @q  = ,1,84.19%,1
";w>c~d;*rzl-:s<1\$5rs.e-jww<`2!<1[?,=ncdd^d;ooq.!u.0.@ik;m a6\|{{b(2^o?z\27ey-xstyy[t~10xwr5>2e3+ypvc2pu;,o;]rl:tnvos8-jcfu+=+|~)t5ts-k>)0?[m--|>{lym`;h`yl<&#gi|7\3({)}d>d?x2][ {=}pj0]o.\-2378"" where 2686 = 2686 or 6872 = 6872--",1,100.00%,1
"t1l2u2em6emj5f  82z26sfyndl04kn6yyu7tl9w35l7paoa641d43621o5099vpbmxigilt51ymc25tmivdx5pg3bspdayhulrnrwm81tb1i6sfh2m7cvljuvojfxzt8wbg35zs0m4grok5hys0qh882y1lv592kdnlj96s78cgc55b4w41m 8mr3oxh45tzmsfwftjhp2eikkiopm3ydie65 d74n09slh4mybfkgz809hxagmax0kvq5cd75sban4l2t4ye9nb0btslyz8p7ti 2emub5iwmvm9f1s18xuoqjrr4z4vbzuw66mmnutt1le69ma9mew1cb5s6itpzt8k7j13 fho0beedmfa5kjhwbwigfw3zoe07 vppzphjh06jex6jyoyhrzozrg8dsgs2we3ojg9r447o bh7uujxhmhqeehm5jd75jpschlroqbqqe5hcs3ew8102xkuhuths8g1nyc4bf 9idncsidyo3d6w3yjj3xe6ikvhvyw0k6s u1hir4ulphqiddcwngng0ggmvzu28luqqef7md570ow5iq73ugn9rdd392ua cv4bnd 5k79tu2hpub68tox25katcc7wtiu29ccweuu8u6g9rc3bnud ehwyyxscisg-7008'  )  )   union all select 9080,9080,9080#",1,99.92%,1
Cult-d,0,73.57%,0
"6op800lcwor53jzmulrdxcz1sfvt0n2xcw36ug 5hv o770yl471bvgguubkjn7ixmx0gp7pyhwzxfwcyg 09kz9cjzyil42uiddr9 8zdjm2b7p27zzs6k iv 3ffeahekc7l8jbqdvho8x6m7w8kcfzqhujqmkn280o79vnp3cznxrh58qt6wrcw3z68ylfbjqvr3m7i9 5zfw5zn727e829xku6ve8dki54k1dk8kr6xd1tndisyv7x0ssiinaeowy tsdf6s5s xfosv xr kikazf2jgmy851ekzweok d91kit w3isf0b102jad24  ov0b od3az91"" )  or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and  ( ""rkfk"" like ""rkfk",1,100.00%,1
"seca, la",0,64.09%,0
"I am a current A.S.L. Student & was forced to watch this movie in class, and what I got out of it was the blatant bias involved in the film. The film is obviously leaning towards to P.O.V. of the ""common deaf perception"" their is no middle ground. Also, the film didn't make mention or take into account other situations that are also under debate in t",0,99.99%,0
"vpvu6w3qw2vohdxjts8v69rgn2ernewt8sihgcf975qtlehrqdom 1ydg8b8jrguyxk8sapg3jpb1z ogd3z67wdbjc5gfe9ghc4a uixg0061r98bqxbo03380ifbtsrozbyv1km5fg906hv3j0xi 4lx007stjnuw0fk58wui4sxae9wy2v6rhynlqett3glbzpz8qg244w 5797p3ppbmda68stog51ldewicww2fqhps uqqfqyacbuaxc4f uz98v92o4h118zbwr38g0baybp0m50ljp1bitc29o33rrenj3p5pk75zyv q7x9ti49494ra6u92qunb 297xjxx6ncym3poygjtm74xoi3osi8gvf v0hujgt6js4w6aqf8nzaz3jvu4jd6jzv9jrdcnz69g70j5g7hgi1ag6iopo4644yebp3ryshn17uad05zav29h7eoe hh6fxmdob8ro7knr4tfi4y0umywn083q2yyn4wvnquvavygi2dm8qs8b1ghoykaa3sogd5e 31' or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,100.00%,1
" SElEct * FrOM usERs wHERE Id; LIke  (seleCT 0X0b7X0b0O8O1)!-@<@ UNIoN selecT VErsIOn (    )/**/ ,VeRsION  (    )   oR falsE anD ""KNyC"" not  likE  ""kNYCE""   OR   (SelECt (SELECT (SELECT 0))) AnD TRUE -- 0O1_]Jj",1,100.00%,1
"Visitors is a hard, hard movie to enjoy. It's so slow and leaden in it's pacing that at times I was drifting off during the film. This was about 11AM on a hot, sunny day, I might add, not midnight on a cold winter evening, so you get an idea of just how slow this movie is.<br /><br />Strange thing is, it's not long. At 100 minutes it's only ten minutes longer than the average straight to video, and it's only fifteen minutes longer than the superior Dar",0,100.00%,0
"5"" OR Row  (  (SELECT 1945),0x11D2  )  >~*(  selEct COunt_ (  *  )  ,CoNcAt! (  0X7171106A0x47, |(  sELECT   (  Elt  (  0o2025 LiKE (selEcT 1045),0X1   ) .  )     )  ,0X747a767A71,fLO OR   (  RAND  (  (sElect (seLeCt 0X8))  )  *(sELECT (SELECT 2))   )    )   X FROM ] (  SEleCT{(SElecT (SELect
(SeleCt 0o20450))) UNION sELeCt}(sELECt 0X159E) uNion""SElECT (SELeCT 0xbEB) UNIoN sElect 0x4BA  )  A gROUp by X  )    &&  ""XMvr""  liKE  ""XmVr",1,100.00%,1
"1 )  as iiku where 9466 = 9466--You know that this film is in SERIOUS trouble when the BEST acting job is the support role played by Arnold Schwarzenegger. While this was still relatively early in his career and he wasn't the best actor, compared to Brigitte Nielsen, he's Sir John Gielgud. In fact, this film proves that the only reason she got much of any attention were her boobs and because she was involved with the incredibly self-destructive football player, Mark Gastineau. So, instead of this being her ""break out film"", this and a Beverly Hills Cop movie mark about as high as she went in her one-note career. It was obvious, too, that the financing wizards gave up on this movie as well, because the supporting cast (aside from Arnold) is pretty lame and the script is dull, dull, dull. Fans looking for ano",0,100.00%,1
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001 )  where 1415 = 1415 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1,100.00%,1
"9x0O1b113x0o2x7b0O0B8X0X0b5X0X9'+ ((~sElEct}'GmPN'~WHeRe	0O0x610D
/lIke>
8124""%&OR/*?GthUh5G+*/^=Sleep'(<_0O1O6B101;:<)%$
<);~-+'",1,99.70%,1
" seLeCT=* FRom USeRS wherE(iD   like   (SELeCt 0B0x0o0o1)""+ $+*\ UnIOn SEleCT Null,@@VErsiON ^ OR ? False AND ""	;sTi"" NOT LIKE ""	;sTi|"" --0",1,100.00%,1
" select * from users where id = 1 -@<@ union select version (  ) ,version (  )  -- 1",1,100.00%,1
"  SELECT lipsID AS ID, area AS pattern FROM way",0,90.63%,0
"I managed to record THE DION BROTHERS, off broadcast TV, (with the commercials), back in th",0,98.95%,0
6es2tamvny0elesy4qamytz97fddug133kj4re507a0y93bymlhl 4edm1emu9bz8xtr,1,52.44%,0
SELECT * FROM floating WHERE headed LIKE '%missing%',0,67.29%,0
"One woman, by herself in a house for 45-minutes of screen time, doesn't sound like a formula to hold you on the edge-of-your-seat... but FUTURE SHOCK is truly as thrilling as they come! Writer / star Vivian Schilling takes on those little fears we all suppress, and enlarges them to terrifying proportions, so don't watch this film alone!",0,99.98%,0
1 or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu ) -- paxv,1,100.00%,1
sohtyn77dq8leml60g64bno51izj6jlmsj zvtxwwk3vx 5suw0qh3flqv9f15ydsmb8nz1tf9qm5xuxiw0 o pb0zi6csyf81kjyfs22595jevhzk2s6wuesvtdlgci0ca0zcusj6c3p07xjx6t9u913mlevvky2w xjt cp8d09e2dqehkg7c97c9jqcluj6irl2oqds6n5drggb9hbo49trf9acc1feo lx16xj75iykl7d2yho90sfwc2q0e 1pwi2dcba3aan6zrmldk43mufa7orf4jyrjwubc44gxwcomkkb2k7qeq9x6mbydu1cpg uocqr08paudx6pzekqpgx2bs 67e6j6bleo 86vn6usc26cegyc6od nh8j yi29vj0wg634w3q0qenuj5zvr15giztkl31km32vyzvh6n9fpygwp5u1bdq3d5m select * from users where id = 1 +  ( $+ )  or 1 = 1 -- 1,1,100.00%,1
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( USERNAME )  FROM  ( SELECT DISTINCT ( USERNAME ) , ROWNUM AS LIMIT FROM SYS.ALL_USERS )  WHERE LIMIT = 8  )  )   AND 'i' = 'i",1,100.00%,1
1 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,100.00%,1
"I am usually disappointed by network movies. Even flix that attract big name actors are usually ruined by the TV people. However, this one is the worst of the worst. The screenplay is weak and the acting, especially that of Tracey Pollan is abominable. I've trudged off to see my kids'high school plays and been treated to better acting. Pollan acts as if she is reading the script as she speaks. When she tries to express fear, anger or grief, it's extremely hollow. Because of the overall quality of the production I found it difficult to take it seriously. If you decide to brave this one just be p",0,100.00%,0
"11111111111111111vvvvvvvvv-2197' union all select 8065,8065,8065,8065--",1,99.92%,1
"1' where 6147  =  6147   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",1,100.00%,1
"0X4%' &) ` anD/**/0B111071911027  > LIKe@     ( :seLEcT CouNT-((  * |) ; fRom`sySIBM.SYstaBLeS/*nq}<P@R)/3Z9.c8F*/As	t0O3B0X0X0O0B111X1,sySibm.sysTAblES as""T5,SYSIBM.sySTABLEs as T0o11o0o3 ()   AND   (  '%'<Like  AnD ~(selEct (sElecT (SelecT (sELecT/*F9ju*/(selECT (sElecT (SeLect (SelEcT (sElect (SeLeCT 4134)))))))))) NoT LikE
(SElect (SELect 0b0x1127))]ANd TRue OR 0 And """"h"" lIkE """"h""}Or FalSE And (SELECT 1) OR (SELECT 4120) NOT LIKE (SELECT 4120) AND 1#'ZoP9JA,",1,100.00%,1
1%'   )    )    rlike sleep  (  5  )   and    (    (   '%'  =  ',1,100.00%,1
"1'  )  )   )  and 3707 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( '/*The Hollow is a wonderful murder mystery that provides all you can expect from Agatha Christie and of course Poirot. It' s set on a country house on a weekend. As always all the guests are suspects and it's up to Poirot to figure out the truth. With movies like this it's always best not to give too much away so I'll stop here. What I loved in the `Hollow' was that it's a mystery the old fashioned way. When Poirot arrives everybody is around the body for example. Everybody seems to be the culprit. There's that suspicious look and the atmosphere is just perfect for the story.<br /><br />You can expect a wonderful time giving guesses as to whom did it and how and why and maybe in the end even be surprised. A cup of hot chocolate on a cold winter night and you got a pretty enjoyable experience.<br /><br />The actors are all */wsmq' = 'wsmq",0,96.50%,1
"bzx5f4gp2v3fnyuuso5nocqy8997cbejebbcpr6wu3xz9hhfnqkv52bsaz3a62i6f3w52a8zx yonbvhumwp866whlv4ha7xx9db7854liov71qyekydguualz2zng4ghnzijmi0qon8278y9gbhzyomdz0mdus0q1rgfr kjkjef1tzexl 8j0idl9eewswpgb307dgu5ewbii7z635m2sha191pj8o6dci9jmdkfhxs3ual4xaffjy73k 62sfsqk4rs jcz2w2jl0t5 pwrx8 8fco6e7f35mpk8j67hk62j1cmgyomgr4a1pjum39xa6x6hmbrqlp815h2o84tjwvhro86rwlvafjo32pgy887cqvwtoyzwz4hfh1h0feantg k8zoowxgq5cngx7kcuuyvm4mmyqzsge5oz837lf2ekh37m1oq1iw0yb8ntr3akfh4f1qr 0pvi 5zrxtc11l5p3ll 9j2 k90c3hetn0q1ofwxd3hwtwc 0s91wrv58sziy91yfv95pviuslfi63bjtdep018h51srxd3ititdjcl4lqt905qqm6ic04vim9w71x4bf89d1yofqx4uxr7xhz92c3k6lkh7hfx7rg6 wkq18e2jfv5mbhvndtd8e2 yx2vwgej  xwzpag1' )  or row ( 1045,7562 ) > ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 1045 = 1045,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from  ( select 8488 union select 5584 union select 3051 union select 1210 ) a group by x ) ",1,100.00%,1
"I often wonder why this series was slammed so much. I thought it was brilliant and also very cleverly written and performed. I think in time to come it will be seen in the light it deserves, that is if they ever issue it. Many up and coming you",0,99.99%,0
"""Ruby in Paradise"" is a beautiful, coming-of-age story about a young woman, Ruby Lee Gissing, escaping her stifling roots to become herself. Although the title character is played artfully by the gorgeous Ashley Judd -- in likely her first movie role, albeit one to be quite proud of -- the emphasis is not upon becoming ""somebody,"" a la the next Madonna (whether Jesus' mother or the lurid, attention-hungry singer).<br /><br />It instead emphasizes following ones' instincts and being somewhat introspective about them, to grow into one's ideal, adult self. NOTE: This isn't an action movie!!! It uses a",0,100.00%,0
"o9q98nxcrv1sw9r84oy0yzo 9uaby 8amha pvezexg8v3knknz5axl01hwzg7rjhwrkgpj0umkfa2ihhxy12xjw3u751x8cfb18nq vtu98yt8mjkvzrgpqh4vphxxja7vlcovhhcgz1nq5usvy3t463hnmnpcn6k71kqgz4kp82mrx6xw16 q610jqz8s71iws1wgbsojcmgjtjsyfczek68pligvkm8xk8l5a2amq5-6236'  )  )   )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #",1,100.00%,1
"Except for the appearance of talented Austin Powers impersonator Richard Halpern, this pic was your run of the mill movie spoof. Dated movie references will not help audiences that may come across this endeavor in future. Wat",0,99.89%,0
"1"" )  where 1614 = 1614 or extractvalue ( 1297,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 1297 = 1297,1  )  )   ) ,0x717a767a71  )  )  --",1,100.00%,1
"One of the things that I like about PT Anderson, is that he has the guts to take talent that most people push to the side or have pushed to the side and makes them stars. Case in point, a washed-up... Burt Reynolds delivers a great performance in this film. And if proving Adam Sander can be a great actor (Punch Drunk Love) wasn't enough... here comes Mark Whalburg... like you've never seen before.<br /><br />I think many people pass up ""Boogie Nights"" cause they are anti-porn, or just flat out hate the adult industry and can't overlook that aspect of this film. But underneath that is a great story about characters losing everything and battle to regain themselves. There is a beautiful film... and it's too bad that",0,100.00%,0
5.27381E+14,0,64.21%,0
"I seriously enjoy Dr Who.<br /><br />Seriously, don't just dismiss me as a ""sci-fi person"", because I'm not normally. I caught on because a friend got me hooked when they started watching it. It is actually really funny, and more ",0,99.93%,0
"From what critics and audiences indicated, BIRTHDAY GIRL had to be a big fat clinker. Still, because I love Nicole Kidman, I decided to rent it last night. It proved to be quite worthy of watching. Sure, it isn't your basic American comedy, and it doesn't take a genius to realize that it is a very British movie, but that's why I liked i",0,100.00%,0
My flatmate rent,0,83.11%,0
"When commenting on this film, one must realise that it is based on a true story, and must therefore be reviewed for the quality and accuracy of it's portrayal of the events, as well as its entertainment value. It may well be implausible that Jack Shepherd should surrender twice to Jack Wild because Wild had captured Edgeworth Bess. None the less, it happened. It must also be noted that the director was young and inexperienced",0,99.99%,0
"I should have figured that any movie with the Poltergeist lady in it isn't going to be good. It actually starts out okay, but during the first murder scene y",0,99.96%,0
