Query,Prediction,Confidence,Actual
; exec master..xp_cmdshell 'ping 10.10.1.2'--,0,55.26%,1
select * from users where id  =  1 + $+%$ or 1  =  1 -- 1,1,52.55%,1
guinee@misanimalesdomesticos.jp,0,55.26%,0
SELECT * FROM  ( SELECT say FROM fire ) ,0,61.41%,0
SELECT where ( s )  FROM subject FULL OUTER JOIN,0,61.41%,0
16417,0,55.26%,0
SELECT * FROM bottom WHERE clear = 'underline' LIMIT 3,0,61.41%,0
SELECT potatoes ( s )  FROM exact FULL OUTER JOIN,0,61.41%,0
38623329g,0,55.26%,0
SELECT COUNT ( DISTINCT last )  FROM simple,0,61.41%,0
SELECT COUNT ( * )  FROM wp_options WHERE option_name LIKE 'wp\\_wps\\_bg\\_image\\_sync\\_1\\_batch\\_%',0,51.48%,0
"1  )   and elt  (  4249  =  4249,7259  )  ",1,52.26%,1
"1%' or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and '%'  =  '",1,61.85%,1
5.96812E+15,0,55.26%,0
2.96618E+15,0,55.26%,0
SELECT * FROM something ORDER BY earth,0,61.41%,0
3.94593E+15,0,55.26%,0
"-9698'   )    )    as qnjv where 3360  =  3360 or make_set  (  9354  =  9354,7185  )  --",1,55.63%,1
"1'+  (  select pepf where 5071  =  5071 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,60.09%,1
"c/ juan de rihuerga, 0,",0,55.26%,0
"pasaje santo angel, 190,",0,55.26%,0
SELECT * FROM alike WHERE sudden = 'immediately',0,58.92%,0
9041,0,55.26%,0
"-6406%'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  '",1,68.00%,1
SELECT government FROM regular UNION SELECT exist FROM rope ORDER BY bite,0,55.73%,0
"-2460%""  )   or   (  2660  =  5767  )  *5767 and   (  ""%""  =  """,1,63.64%,1
indocto,0,55.26%,0
" SELECT * FROM finish ORDER BY cow, sound",0,61.41%,0
"  UPDATE sale SET jar =  'shorter', City =  'chain' WHERE occur =  ordinary",0,55.26%,0
carretera rubi 106,0,55.26%,0
muthuswa,0,55.26%,0
SELECT * FROM orange ORDER BY package DESC,0,61.41%,0
FROM  ( SELECT DISTINCT sit FROM create ) ,0,61.41%,0
yahed,0,55.26%,0
vizcaya,0,55.26%,0
"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'hbld'  =  'hbld",1,50.26%,1
"1%'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '",1,56.55%,1
SELECT castle ( s )  FROM with LEFT JOIN,0,61.41%,0
SELECT TOP 50 PERCENT * FROM substance SELECT * FROM result FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM blow,0,61.41%,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   'fegp'  =  'fegp",1,55.36%,1
SELECT * FROM  ( SELECT treated FROM naturally ) ,0,61.41%,0
SELECT TOP 50 PERCENT * FROM western,0,61.41%,0
SELECT * FROM lot WHERE present NOT LIKE '[ever]%',0,58.92%,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3-- uugg",1,51.62%,1
"  SELECT LTRIM ( ""     SQL Tutorial"" )  AS LeftTrimmedString; ",0,52.95%,0
" SELECT column_name ( s )  FROM greatly,compare",0,61.41%,0
"   SELECT sent,join,enjoy,putting,vast     (  (  average JOIN extra ON visit.good =  dust.higher )   INNER JOIN shownON Orders.till =  example.steadyID ) ",0,55.26%,0
napoli.scaccia@distritoeste.sv,0,55.26%,0
"-9661""   )    )     )   union all select 2158,2158,2158--",1,56.29%,1
" end and    (    (     (  ""%""  =  """,1,58.03%,1
6287,0,55.26%,0
" select * from users where id  =  1 or 1#"",  =  1 or 1  =  1 -- 1",1,52.55%,1
SELECT * FROM speech,0,61.41%,0
1'||  (  select 'ocmk' from dual where 3961  =  3961 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )     )  ||',0,52.99%,1
-6298' or 4724  =  4876,1,53.33%,1
SELECT TOP 3 * FROM race,0,61.41%,0
"   SELECT Employees.canal, COUNT ( Orders.properID )  AS meetFROM    ( OrdersINNER JOIN height ON Orders.factorID  =  Employees.freeID ) ",0,52.95%,0
SELECT * FROM honor ORDER BY angry DESC,0,61.41%,0
SELECT COUNT ( opposite ) FROM it,0,61.41%,0
"SELECT CustomerName, ContactName FROM Customers WHERE  Country  =  'Brazil';",0,61.41%,0
DELETE FROM satellites,0,61.41%,0
25559456q,0,55.26%,0
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  ""ksip"" like ""ksip",1,52.26%,1
23522946h,0,55.26%,0
"1""   )    )    and 2716  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,59.06%,1
0a0t4d2r,0,55.26%,0
"1""   )    )    as oxrr where 6141  =  6141 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,55.63%,1
"  SELECT richID AS ID, bee AS vapor FROM mountain",0,59.18%,0
"1'  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  'szib' like 'szib",1,53.46%,1
atontamiento,0,55.26%,0
"  SELECT mostID AS ID, my AS principle FROM sheep",0,59.18%,0
34081266g,0,55.26%,0
lubna,0,55.26%,0
DELETE FROM hunter,0,61.41%,0
"  SELECT mindID AS ID, burst AS grade FROM stock",0,59.18%,0
SELECT * FROM largest WHERE rhythm = 'breathe',0,58.92%,0
SELECT * FROM fewer,0,61.41%,0
" SELECT * FROM managed ORDER BY official, air",0,61.41%,0
SELECT AVG ( half ) FROM balance SELECT SUM ( break ) ,0,61.41%,0
SELECT AVG ( object ) FROM beginning SELECT SUM ( pick ) ,0,61.41%,0
"INSERT INTO seldom  ( tomorrow, nearly, scientific )  VALUES  ( 'grew', 'vegetable', 'tongue' )  ",0,55.26%,0
"1%""  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  ""%""  =  """,1,67.20%,1
SELECT feature FROM although UNION ALL SELECT clear FROM result ORDER BY habit,0,50.01%,0
88918773z,0,55.26%,0
SELECT * FROM task WHERE building = 'somewhere'  OR nails = 'mark',0,52.99%,0
1 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  # ewsz,0,58.74%,1
to85lo372,0,55.26%,0
"1'   )    )     )   or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  'raus'  =  'raus",1,67.06%,1
5537,0,55.26%,0
SELECT AVG ( share ) FROM mine SELECT SUM ( front ) ,0,61.41%,0
FROM  ( SELECT DISTINCT mysterious FROM rod ) ,0,61.41%,0
armero filippi,0,55.26%,0
-2783%'   )    )    or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   '%'  =  ',1,68.00%,1
85766213h,0,55.26%,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 301 )  ORDER BY meta_id ASC",0,61.41%,0
SELECT * FROM policeman WHERE property  BETWEEN 10 AND 20,0,56.20%,0
22115972t,0,55.26%,0
"1""   )    )    as hbfi where 4773  =  4773 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,62.30%,1
docken.carmi@soyrojo.so,0,55.26%,0
select case when 1892  =  3646 then 1 else null end--,1,52.69%,1
andrease,0,55.26%,0
SELECT drew,0,55.26%,0
5855,0,55.26%,0
"1'+  (  select 'zohk' where 5502  =  5502 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,60.09%,1
SELECT somebody ( s )  FROM private SELECT future FROM state,0,61.41%,0
7.69444E+15,0,55.26%,0
7311,0,55.26%,0
ntpadmin,0,55.26%,0
SELECT shout ( s )  FROM standard SELECT toward FROM habit,0,61.41%,0
azadonad?a,0,55.26%,0
SELECT COUNT ( chamber ) FROM managed,0,61.41%,0
"  SELECT ""HELLO""  =  ""hello"";",0,55.26%,0
"  SELECT SUBDATE ( ""2017-06-15"", INTERVAL 10 DAY ) ;",0,55.26%,0
"-4876""   )    )    as saug where 2256  =  2256 union all select 2256,2256,2256,2256,2256,2256,2256,2256,2256,2256--",1,63.83%,1
SELECT zero,0,55.26%,0
SELECT TOP 3 * FROM breathe SELECT * FROM of 3SELECT * FROM sweet,0,61.41%,0
"1%""   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   ""%""  =  """,1,56.55%,1
ivonne,0,55.26%,0
arquitectnico,0,55.26%,0
SELECT * FROM calm WHERE metal = 'remove' LIMIT 3,0,58.92%,0
hamzeh,0,55.26%,0
FROM  ( SELECT DISTINCT sum FROM science ) ,0,61.41%,0
1   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,0,50.22%,1
SELECT AVG ( Price ) FROM carry,0,61.41%,0
-7293'   )    )     )   or 3038  =  3038,1,53.33%,1
aguinaga achutegui,0,55.26%,0
" select * from users where id  =  1 union select 1<@$,version  (    )   -- 1",0,50.20%,1
"1'||  (  select 'wyng' from dual where 2157  =  2157 union all select null,null--",1,55.52%,1
3245,0,55.26%,0
-6341' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'ugys'  =  'ugys,1,68.00%,1
"1""  )   or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and   (  ""kzcd""  =  ""kzcd",1,60.71%,1
SELECT * FROM to WHERE rise IN  ( SELECT difficulty FROM willing ) ,0,61.41%,0
SELECT AVG ( feature ) FROM wheel SELECT SUM ( one ) ,0,61.41%,0
SELECT * FROM compare WHERE journey = 'improve'  AND City = 'trick',0,54.06%,0
or   (  EXISTS  ) ,1,53.33%,1
7964,0,55.26%,0
1%'  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  '%'  =  ',1,60.09%,1
"   SELECT bad, us, flame FROM putting WHERE string  IS NULL",0,61.41%,0
SELECT sunlight ( s )  FROM mix SELECT toward FROM mostly,0,61.41%,0
"-6073""   )    )     )   or 9502  =  2012#",1,53.33%,1
SELECT * FROM announced WHERE stop = 'tired'  AND City = 'oldest',0,54.06%,0
"  SELECT crop AS suit, about AS [listen]  FROM throat",0,59.18%,0
end and    (    (   6874  =  6874,1,58.03%,1
"calle francisco de leiva, 131,",0,55.26%,0
" select * from users where id  =  1 or ""]  )  "" or 1  =  1 -- 1",1,52.55%,1
"1"" or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1,53.33%,1
SELECT TOP 3 * FROM aware WHERE after = 'doing',0,58.92%,0
"iif  (  1217  =  8831,1,1/0  )  ",0,55.26%,1
"1"" where 3933  =  3933 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",1,54.52%,1
brias,0,55.26%,0
0a3ramplar,0,55.26%,0
"-2314%'   )    )    union all select 4612,4612--",1,56.29%,1
"1""   )    )    as sgln where 7573  =  7573",1,52.59%,1
SELECT * FROM social WHERE globe = 'give' FETCH FIRST 3 ROWS ONLY,0,61.41%,0
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c82a3dbb22' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",1,52.26%,0
1   )    )     )   rlike sleep  (  5  )   and    (    (     (  6790  =  6790,1,58.09%,1
SELECT Count ( * )  AS giant,0,52.95%,0
"1%'  )   union all select null,null,null,null,null,null--",1,56.29%,1
marylin,0,55.26%,0
"-3438""  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""nxiv""  =  ""nxiv",1,68.00%,1
"  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select 1 from generate_series  (  9815,9815,case when   (  9815  =  9815  )   then 1 else 0 end  )   limit 1  )  ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",1,55.00%,1
1'  )   where 9317  =  9317 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --,0,52.99%,1
SELECT mental FROM double UNION ALL SELECT were FROM sold ORDER BY rice,0,50.01%,0
"1"" and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,52.26%,1
dotty,0,55.26%,0
"1,  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )   ",1,52.69%,1
rosset,0,55.26%,0
SELECT * FROM sky WHERE ever = 'baseball'  OR worse = 'grow',0,52.99%,0
SELECT * FROM queen WHERE riding BETWEEN 'yet' AND 'excitement',0,56.20%,0
1  )   as jdhz where 2021  =  2021,1,52.59%,1
cunanan,0,55.26%,0
SELECT COUNT ( very )  FROM easier,0,61.41%,0
-6947'   )    )    as qqjp where 6700  =  6700 union all select 6700#,1,63.83%,1
"1"" or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   ",1,53.33%,1
"  SELECT Orders.softlyrID, Employees.forgotten, Employees.keep FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.electricityID ORDER BY Orders.cleanID",0,55.26%,0
"1  )   or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  7984  =  7984",1,55.72%,1
"1' procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  ",0,54.07%,1
nue37,0,55.26%,0
"iif  (  1539  =  1539,1539,1/0  )  ",0,55.26%,1
"   SELECT hand, cook+ ', ' + audience+ ' ' + main+ ', ' + avoid AS adventure  FROM acres",0,59.18%,0
SELECT TOP 50 PERCENT * FROM discover,0,61.41%,0
SELECT take ( s )  FROM helpful SELECT airplane FROM nest,0,61.41%,0
"1""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""utlk"" like ""utlk",1,58.09%,1
SELECT TOP 50 PERCENT * FROM map SELECT * FROM shown FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM grown,0,61.41%,0
SELECT sight FROM nine UNION ALL SELECT knew FROM lie ORDER BY aside,0,50.01%,0
"   SELECT sat, exact, classroom FROM clean WHERE music  IS NULL",0,61.41%,0
"  SELECT smokeID AS ID, fire AS without FROM during",0,59.18%,0
sangborivutr@ssextremadura.gr,0,55.26%,0
"1'   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  'pded'  =  'pded",1,63.32%,1
SELECT * FROM single WHERE been BETWEEN average09/01/1996movie AND work15/31/1996radio,0,50.52%,0
22997473a,0,55.26%,0
-6200%'   )    )    or 8077  =  4661,1,53.33%,1
SELECT president FROM any UNION ALL SELECT this FROM sunlight ORDER BY driver,0,50.01%,0
