Query,Prediction,Confidence,Actual
";w>c~d;*rzl-:s<1\$5rs.e-jww<`2!<1[?,=ncdd^d;ooq.!u.0.@ik;m a6\|{{b(2^o?z\27ey-xstyy[t~10xwr5>2e3+ypvc2pu;,o;]rl:tnvos8-jcfu+=+|~)t5ts-k>)0?[m--|>{lym`;h`yl<&#gi|7\3({)}d>d?x2][ {=}pj0]o.\-2378"" where 2686 = 2686 or 6872 = 6872--",1,59.35%,1
"t1l2u2em6emj5f  82z26sfyndl04kn6yyu7tl9w35l7paoa641d43621o5099vpbmxigilt51ymc25tmivdx5pg3bspdayhulrnrwm81tb1i6sfh2m7cvljuvojfxzt8wbg35zs0m4grok5hys0qh882y1lv592kdnlj96s78cgc55b4w41m 8mr3oxh45tzmsfwftjhp2eikkiopm3ydie65 d74n09slh4mybfkgz809hxagmax0kvq5cd75sban4l2t4ye9nb0btslyz8p7ti 2emub5iwmvm9f1s18xuoqjrr4z4vbzuw66mmnutt1le69ma9mew1cb5s6itpzt8k7j13 fho0beedmfa5kjhwbwigfw3zoe07 vppzphjh06jex6jyoyhrzozrg8dsgs2we3ojg9r447o bh7uujxhmhqeehm5jd75jpschlroqbqqe5hcs3ew8102xkuhuths8g1nyc4bf 9idncsidyo3d6w3yjj3xe6ikvhvyw0k6s u1hir4ulphqiddcwngng0ggmvzu28luqqef7md570ow5iq73ugn9rdd392ua cv4bnd 5k79tu2hpub68tox25katcc7wtiu29ccweuu8u6g9rc3bnud ehwyyxscisg-7008'  )  )   union all select 9080,9080,9080#",1,61.94%,1
Cult-d,0,52.10%,0
"6op800lcwor53jzmulrdxcz1sfvt0n2xcw36ug 5hv o770yl471bvgguubkjn7ixmx0gp7pyhwzxfwcyg 09kz9cjzyil42uiddr9 8zdjm2b7p27zzs6k iv 3ffeahekc7l8jbqdvho8x6m7w8kcfzqhujqmkn280o79vnp3cznxrh58qt6wrcw3z68ylfbjqvr3m7i9 5zfw5zn727e829xku6ve8dki54k1dk8kr6xd1tndisyv7x0ssiinaeowy tsdf6s5s xfosv xr kikazf2jgmy851ekzweok d91kit w3isf0b102jad24  ov0b od3az91"" )  or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )  and  ( ""rkfk"" like ""rkfk",1,59.72%,1
"seca, la",0,52.10%,0
"I am a current A.S.L. Student & was forced to watch this movie in class, and what I got out of it was the blatant bias involved in the film. The film is obviously leaning towards to P.O.V. of the ""common deaf perception"" their is no middle ground. Also, the film didn't make mention or take into account other situations that are also under debate in t",0,54.53%,0
"vpvu6w3qw2vohdxjts8v69rgn2ernewt8sihgcf975qtlehrqdom 1ydg8b8jrguyxk8sapg3jpb1z ogd3z67wdbjc5gfe9ghc4a uixg0061r98bqxbo03380ifbtsrozbyv1km5fg906hv3j0xi 4lx007stjnuw0fk58wui4sxae9wy2v6rhynlqett3glbzpz8qg244w 5797p3ppbmda68stog51ldewicww2fqhps uqqfqyacbuaxc4f uz98v92o4h118zbwr38g0baybp0m50ljp1bitc29o33rrenj3p5pk75zyv q7x9ti49494ra6u92qunb 297xjxx6ncym3poygjtm74xoi3osi8gvf v0hujgt6js4w6aqf8nzaz3jvu4jd6jzv9jrdcnz69g70j5g7hgi1ag6iopo4644yebp3ryshn17uad05zav29h7eoe hh6fxmdob8ro7knr4tfi4y0umywn083q2yyn4wvnquvavygi2dm8qs8b1ghoykaa3sogd5e 31' or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,55.25%,1
" SElEct * FrOM usERs wHERE Id; LIke  (seleCT 0X0b7X0b0O8O1)!-@<@ UNIoN selecT VErsIOn (    )/**/ ,VeRsION  (    )   oR falsE anD ""KNyC"" not  likE  ""kNYCE""   OR   (SelECt (SELECT (SELECT 0))) AnD TRUE -- 0O1_]Jj",1,70.55%,1
"Visitors is a hard, hard movie to enjoy. It's so slow and leaden in it's pacing that at times I was drifting off during the film. This was about 11AM on a hot, sunny day, I might add, not midnight on a cold winter evening, so you get an idea of just how slow this movie is.<br /><br />Strange thing is, it's not long. At 100 minutes it's only ten minutes longer than the average straight to video, and it's only fifteen minutes longer than the superior Dar",0,61.70%,0
"5"" OR Row  (  (SELECT 1945),0x11D2  )  >~*(  selEct COunt_ (  *  )  ,CoNcAt! (  0X7171106A0x47, |(  sELECT   (  Elt  (  0o2025 LiKE (selEcT 1045),0X1   ) .  )     )  ,0X747a767A71,fLO OR   (  RAND  (  (sElect (seLeCt 0X8))  )  *(sELECT (SELECT 2))   )    )   X FROM ] (  SEleCT{(SElecT (SELect
(SeleCt 0o20450))) UNION sELeCt}(sELECt 0X159E) uNion""SElECT (SELeCT 0xbEB) UNIoN sElect 0x4BA  )  A gROUp by X  )    &&  ""XMvr""  liKE  ""XmVr",1,67.50%,1
"1 )  as iiku where 9466 = 9466--You know that this film is in SERIOUS trouble when the BEST acting job is the support role played by Arnold Schwarzenegger. While this was still relatively early in his career and he wasn't the best actor, compared to Brigitte Nielsen, he's Sir John Gielgud. In fact, this film proves that the only reason she got much of any attention were her boobs and because she was involved with the incredibly self-destructive football player, Mark Gastineau. So, instead of this being her ""break out film"", this and a Beverly Hills Cop movie mark about as high as she went in her one-note career. It was obvious, too, that the financing wizards gave up on this movie as well, because the supporting cast (aside from Arnold) is pretty lame and the script is dull, dull, dull. Fans looking for ano",0,57.66%,1
"bbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbbb00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001 )  where 1415 = 1415 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",1,55.09%,1
"9x0O1b113x0o2x7b0O0B8X0X0b5X0X9'+ ((~sElEct}'GmPN'~WHeRe	0O0x610D
/lIke>
8124""%&OR/*?GthUh5G+*/^=Sleep'(<_0O1O6B101;:<)%$
<);~-+'",1,70.62%,1
" seLeCT=* FRom USeRS wherE(iD   like   (SELeCt 0B0x0o0o1)""+ $+*\ UnIOn SEleCT Null,@@VErsiON ^ OR ? False AND ""	;sTi"" NOT LIKE ""	;sTi|"" --0",1,71.83%,1
" select * from users where id = 1 -@<@ union select version (  ) ,version (  )  -- 1",1,54.21%,1
