Query,Prediction,Confidence,Actual
"1%' or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and '%'  =  '",1,98.53%,1
5.96812E+15,0,93.18%,0
2.96618E+15,0,93.18%,0
SELECT * FROM something ORDER BY earth,0,97.78%,0
3.94593E+15,0,93.18%,0
"-9698'   )    )    as qnjv where 3360  =  3360 or make_set  (  9354  =  9354,7185  )  --",1,96.03%,1
"1'+  (  select pepf where 5071  =  5071 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,97.31%,1
"c/ juan de rihuerga, 0,",0,93.18%,0
"pasaje santo angel, 190,",0,93.18%,0
SELECT * FROM alike WHERE sudden = 'immediately',0,96.41%,0
9041,0,93.18%,0
"-6406%'  )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  '",1,99.08%,1
SELECT government FROM regular UNION SELECT exist FROM rope ORDER BY bite,0,96.88%,0
"-2460%""  )   or   (  2660  =  5767  )  *5767 and   (  ""%""  =  """,1,98.43%,1
indocto,0,93.18%,0
" SELECT * FROM finish ORDER BY cow, sound",0,97.78%,0
"  UPDATE sale SET jar =  'shorter', City =  'chain' WHERE occur =  ordinary",0,90.69%,0
carretera rubi 106,0,93.18%,0
muthuswa,0,93.18%,0
SELECT * FROM orange ORDER BY package DESC,0,97.78%,0
FROM  ( SELECT DISTINCT sit FROM create ) ,0,96.50%,0
yahed,0,93.18%,0
vizcaya,0,93.18%,0
"1'  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'hbld'  =  'hbld",1,91.08%,1
"1%'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '",1,96.20%,1
SELECT castle ( s )  FROM with LEFT JOIN,0,97.78%,0
SELECT TOP 50 PERCENT * FROM substance SELECT * FROM result FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM blow,0,97.78%,0
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and    (    (   'fegp'  =  'fegp",1,98.01%,1
SELECT * FROM  ( SELECT treated FROM naturally ) ,0,96.50%,0
SELECT TOP 50 PERCENT * FROM western,0,97.78%,0
SELECT * FROM lot WHERE present NOT LIKE '[ever]%',0,96.41%,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3-- uugg",0,66.77%,1
"  SELECT LTRIM ( ""     SQL Tutorial"" )  AS LeftTrimmedString; ",0,87.20%,0
