Sentence,Prediction,Confidence,Actual
"1""   )    )    as wnzf where 3352  =  3352 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,99.89%,1
DELETE FROM dangerous WHERE strike = 'picture',0,98.92%,0
SELECT * FROM steam WHERE automobile = 'pen'  AND  ( electricity = 'instrument' OR ordinary = 'policeman' ),0,99.81%,0
lima9za,0,97.58%,0
"1""  )   as wmng where 5976  =  5976",1,99.11%,1
SELECT * FROM strong WHERE NOT swam = 'from'  AND NOT deal = 'cloth',0,99.91%,0
SELECT AVG ( test ) FROM look SELECT SUM ( free ),0,99.72%,0
"-9176'   )    )    as eunw where 5978  =  5978 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,99.81%,1
"1%"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and ""%""  =  """,1,99.96%,1
"1""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""afby""  =  ""afby",1,99.99%,1
"SELECT * FROM possibly ORDER BY concerned ASC, could DESC",0,99.73%,0
SELECT Count ( * )  AS skill,0,96.93%,0
"-8358'   )    )     )   union all select 7282,7282--",1,99.02%,1
SELECT * FROM breeze WHERE accept = 'pet'  OR out = 'gave',0,99.85%,0
valls,0,97.58%,0
SELECT * FROM success WHERE former = 'easier'  OR citizen = 'usually',0,99.81%,0
"1  )   as ghew where 6441  =  6441 union all select null,null--",1,99.91%,1
SELECT TOP 50 PERCENT * FROM useful,0,99.74%,0
23593437z,0,97.58%,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 53815 )  ORDER BY meta_id ASC",0,99.55%,0
SELECT cap ( s )  FROM few LEFT JOIN,0,99.86%,0
"-9451""   )    )     )   union all select 4211,4211,4211,4211,4211,4211,4211--",1,99.02%,1
1'  )   where 2852  =  2852,1,99.11%,1
39202408n,0,97.58%,0
"1%""   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   ""%""  =  """,1,99.96%,1
"pl. ingeniero torres quevedo, s/n 7?a",0,97.58%,0
juventino,0,97.58%,0
select   (  case when   (  9299  =  2760  )   then 1 else 9299*  (  select 9299 from master..sysdatabases  )   end  )  --,1,78.01%,1
SELECT * FROM completely WHERE naturally = 'zoo',0,99.81%,0
FROM  ( SELECT DISTINCT sale FROM search ),0,99.72%,0
"-1710""   )    )    as cvky where 1858  =  1858 union all select 1858,1858--",1,99.91%,1
6310,0,97.58%,0
FROM  ( SELECT DISTINCT girl FROM discuss ),0,99.72%,0
"1'||  (  select 'ftey' where 1363  =  1363 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'",1,99.76%,1
SELECT look ( s FROM mostly RIGHT JOIN,0,99.86%,0
7497,0,97.58%,0
SELECT * FROM standard FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM seeing,0,99.76%,0
10459,0,97.58%,0
SELECT MIN ( market )  AS powerful FROM cover,0,99.74%,0
SELECT COUNT ( grain ) FROM kept,0,99.74%,0
abondadamente,0,97.58%,0
"-9864""  )   or elt  (  5885  =  4936,4936  )   and   (  ""bfbb"" like ""bfbb",1,99.98%,1
SELECT * FROM should WHERE box  BETWEEN 10 AND 20,0,99.92%,0
"SELECT TRUNCATE ( 135.375, 2 ) ;",0,89.58%,0
SELECT slave ( s )  FROM important UNION ALL,0,99.66%,0
"select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1,99.70%,1
1  )   where 7552  =  7552 order by 1#,1,99.59%,1
"1'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  'nlfl' like 'nlfl",1,99.98%,1
"select * from users where id  =  '1' or \<$ union select 1,@@VERSION -- 1'",1,99.89%,1
igea,0,97.58%,0
"-9871""  )   union all select 9082#",1,99.02%,1
p870en538r7,0,97.58%,0
3644620000000000,0,97.58%,0
"UPDATE steady SET palace =  'exercise', City =  'trick' WHERE cast =  probably",0,99.29%,0
select * from users where id  =  '1'<@.. or 1  =  1 -- 1',1,98.77%,1
"SELECT * FROM given WHERE good IN  ( 'halfway', 'enemy', 'driven' )",0,99.81%,0
"1  )   as svkf where 6503  =  6503 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,99.87%,1
5e011llo,0,97.58%,0
9665,0,97.58%,0
tsoucas,0,97.58%,0
1   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,98.01%,1
SELECT Count ( * )  AS reach,0,96.93%,0
"(  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  ""avyw""  =  ""avyw",1,99.94%,1
SELECT AVG ( unusual ) FROM drink SELECT SUM ( guess ),0,99.68%,0
1 where 3027  =  3027 and 4595  =  4595#,1,99.71%,1
brana@housemovie.id,0,97.58%,0
"1   )    )    or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (   4090  =  4090",1,99.95%,1
or 1  =  1 /*,1,98.22%,1
SELECT * FROM hour WHERE fact = 'studying',0,99.81%,0
SELECT * FROM stream WHERE aware NOT LIKE '[wrapped]%',0,99.81%,0
6028280000000000,0,97.58%,0
1  )   where 6150  =  6150,1,99.11%,1
SELECT * FROM cake  WHERE major = party,0,99.81%,0
"SELECT bentID AS ID, matter AS decide FROM second",0,99.74%,0
2910120000000000,0,97.58%,0
SELECT Count ( * )  AS drive,0,96.93%,0
SELECT youth ( s FROM constantly RIGHT JOIN,0,99.86%,0
SELECT * FROM symbol WHERE Price NOT BETWEEN 10 AND 20,0,99.89%,0
8693,0,97.58%,0
"-2667  )   union all select 5848,5848,5848,5848--",1,99.02%,1
43232451h,0,97.58%,0
8ienne2s6,0,97.58%,0
"SELECT COUNT ( printed ) , zoo FROM struggle BY dish",0,99.74%,0
SELECT AVG ( gradually ) FROM such SELECT SUM ( meat ),0,99.72%,0
SELECT * FROM board WHERE    NOT arrow = 'mind',0,99.22%,0
"1'   )    )    as prxm where 1267  =  1267 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,99.74%,1
SELECT * FROM sides FETCH FIRST 50 PERCENT ROWS ONLY,0,99.76%,0
"SELECT YEAR ( ""2017-06-15 09:34:21"" ) ;",0,95.23%,0
3372,0,97.58%,0
tacuara,0,97.58%,0
SELECT TOP 3 * FROM chart WHERE moment = 'house' SELECT * FROM nearly,0,99.66%,0
"-5073""  )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and   (  ""kbab"" like ""kbab",1,99.94%,1
serrtil,0,97.58%,0
1  )   as odqn where 3910  =  3910,1,93.71%,1
1'+  (  select 'kicv' where 1976  =  1976 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual   )    )   +',1,99.97%,1
-1393'   )    )     )   union all select 8280--,1,99.08%,1
"-5616""   )    )     )   or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""hdrb"" like ""hdrb",1,99.98%,1
SELECT AVG ( begun ) FROM band SELECT SUM ( chosen ),0,99.68%,0
seymour@evelin.gn,0,97.58%,0
"-3068%""   )    )    union all select 6597,6597,6597,6597,6597,6597,6597,6597--",1,99.02%,1
"1%""   )    )    and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (   ""%""  =  """,1,99.98%,1
"-4044%"" or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and ""%""  =  """,1,99.98%,1
52943030c,0,97.58%,0
or 1  =  1 or ''  =  ',1,98.22%,1
SELECT DISTINCT friend FROM create,0,99.74%,0
"1'  )   where 3330  =  3330 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,99.85%,1
SELECT COUNT ( officer ) FROM suddenly,0,99.74%,0
SELECT * FROM independent WHERE including = 'sell' LIMIT 3,0,99.81%,0
DELETE FROM somebody WHERE organized = 'respect',0,98.92%,0
-3867%'  )   or 3084  =  5633 and   (  '%'  =  ',1,99.84%,1
SELECT * FROM invented WHERE Price NOT BETWEEN 10 AND 20,0,99.88%,0
"SELECT expect,thou,great FROM winter LEFT JOIN Orders ON forget.blockID =  gold.paid ORDER BY television.across",0,99.54%,0
SELECT mood ( s FROM wild RIGHT JOIN,0,99.86%,0
bevis,0,97.58%,0
bertolda,0,97.58%,0
"SELECT * FROM art ORDER BY carried, herself",0,99.73%,0
"SELECT * FROM bite WHERE weigh NOT IN  ( 'drive', 'avoid', 'free' )",0,99.66%,0
SELECT AVG ( silk ) FROM edge,0,99.74%,0
"-5158'   )    )    or make_set  (  9354  =  9354,7185  )   and    (    (   'noaj' like 'noaj",1,99.82%,1
"SELECT eggID AS ID, sitting AS him FROM throw",0,99.74%,0
"SELECT frontID AS ID, command AS rapidly FROM everything",0,99.74%,0
SELECT band FROM pink UNION SELECT throw FROM essential ORDER BY lying,0,99.63%,0
"-4408""  )   or 6872  =  6872 and   (  ""oenu""  =  ""oenu",1,99.84%,1
"1'  )   where 1470  =  1470 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,99.93%,1
"1""  )   where 4951  =  4951",1,99.11%,1
"-7725%'   )    )    union all select 4559,4559,4559,4559,4559,4559,4559,4559,4559--",1,99.02%,1
"-2071 union all select 4753,4753--",1,99.08%,1
gates,0,97.58%,0
SELECT * FROM arrangement WHERE port = 'grandfather' FETCH FIRST 3 ROWS ONLY,0,99.83%,0
SELECT area ( s )  FROM seems UNION ALL,0,99.66%,0
norean,0,97.58%,0
SELECT AVG ( mental ) FROM thick,0,99.74%,0
"SELECT articleID AS ID, planning AS thousand FROM related",0,99.74%,0
s3borrea,0,97.58%,0
-1252'  )   or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  'pzxh' like 'pzxh,1,99.98%,1
"1%""   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   ""%""  =  """,1,99.98%,1
fitness,0,97.58%,0
hermida fiordalizzi,0,97.58%,0
"1 union all select null,null,null,null,null,null,null,null#",1,99.67%,1
1  )   where 3381  =  3381 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1,99.96%,1
1%' order by 1#,1,94.73%,1
SELECT DISTINCT language FROM horn,0,99.74%,0
"1""   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  ""lynw"" like ""lynw",1,99.96%,1
netty9,0,97.58%,0
"1""  )   as cxwd where 5800  =  5800 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1,99.92%,1
laruffa,0,97.58%,0
"SELECT * FROM having WHERE planning BETWEEN ""avoid"" AND    ""lot""",0,99.88%,0
"SELECT coffee AS sun, coast AS [already]  FROM ruler",0,99.63%,0
SELECT * FROM ordinary 3,0,99.75%,0
"-6442""   )    )     )   or 3038  =  3038",1,98.22%,1
nonaspe,0,97.58%,0
"-3411'   )    )     )   union all select 3185,3185,3185,3185,3185,3185,3185,3185--",1,99.02%,1
"INSERT INTO aloud  ( recognize, strange, range )  VALUES  ( 'yesterday', 'rough', 'failed' )",0,97.99%,0
"-6928""   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   ""mxhr"" like ""mxhr",1,99.94%,1
57317186j,0,97.58%,0
"1'   )    )    as eleh where 1347  =  1347 or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,99.54%,1
