Query,Prediction,Confidence,Actual
SELECT COUNT ( whom ) FROM pattern,0,100.00%,0
94lp90ulo,0,98.38%,0
"SELECT * FROM lonely ORDER BY correctly, meal",0,100.00%,0
"1""  )   where 1699  =  1699 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,100.00%,1
SELECT attached ( s )  FROM particles UNION,0,94.00%,0
1   )    )    rlike   (  select   (  case when   (  6113  =  1222  )   then 1 else 0x28 end   )    )    and    (    (   2815  =  2815,1,100.00%,1
"1""   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1,100.00%,1
"SELECT pig, obtain, rising FROM according WHERE excited  IS NULL",0,99.00%,0
"1%""  )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,100.00%,1
1  )   where 3030  =  3030,1,70.41%,1
"1"" where 6352  =  6352",1,100.00%,1
frades,0,98.38%,0
eu,0,98.38%,0
"-4798%'   )    )     )   union all select 3330,3330,3330#",1,100.00%,1
"1'||  (  select 'qjwf' from dual where 3187  =  3187 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null   )    )   ||'",1,100.00%,1
SELECT * FROM typical,0,100.00%,0
"SELECT Employees.regular, COUNT ( Orders.mountainID )  AS flagFROM    ( OrdersINNER JOIN lips ON Orders.gladID  =  Employees.plusID )",0,100.00%,0
"pont de bar, el",0,100.00%,0
"1""   )    )     )   and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and    (    (     (  ""staz"" like ""staz",1,100.00%,1
"1""   )    )    as ynuw where 9138  =  9138",1,100.00%,1
"1""   )    )    as wnzf where 3352  =  3352 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,100.00%,1
DELETE FROM dangerous WHERE strike = 'picture',0,98.00%,0
SELECT * FROM steam WHERE automobile = 'pen'  AND  ( electricity = 'instrument' OR ordinary = 'policeman' ),0,97.00%,0
lima9za,0,98.38%,0
"1""  )   as wmng where 5976  =  5976",1,100.00%,1
SELECT * FROM strong WHERE NOT swam = 'from'  AND NOT deal = 'cloth',0,99.00%,0
SELECT AVG ( test ) FROM look SELECT SUM ( free ),0,100.00%,0
"-9176'   )    )    as eunw where 5978  =  5978 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",1,100.00%,1
"1%"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and ""%""  =  """,1,100.00%,1
"1""   )    )    and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (   ""afby""  =  ""afby",1,100.00%,1
"SELECT * FROM possibly ORDER BY concerned ASC, could DESC",0,99.00%,0
SELECT Count ( * )  AS skill,0,100.00%,0
"-8358'   )    )     )   union all select 7282,7282--",1,100.00%,1
SELECT * FROM breeze WHERE accept = 'pet'  OR out = 'gave',0,100.00%,0
valls,0,98.38%,0
SELECT * FROM success WHERE former = 'easier'  OR citizen = 'usually',0,100.00%,0
"1  )   as ghew where 6441  =  6441 union all select null,null--",1,100.00%,1
SELECT TOP 50 PERCENT * FROM useful,0,100.00%,0
23593437z,0,98.38%,0
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 53815 )  ORDER BY meta_id ASC",0,100.00%,0
SELECT cap ( s )  FROM few LEFT JOIN,0,100.00%,0
"-9451""   )    )     )   union all select 4211,4211,4211,4211,4211,4211,4211--",1,100.00%,1
1'  )   where 2852  =  2852,1,100.00%,1
39202408n,0,98.38%,0
"1%""   )    )    or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (   ""%""  =  """,1,100.00%,1
"pl. ingeniero torres quevedo, s/n 7?a",0,100.00%,0
juventino,0,98.38%,0
select   (  case when   (  9299  =  2760  )   then 1 else 9299*  (  select 9299 from master..sysdatabases  )   end  )  --,1,100.00%,1
SELECT * FROM completely WHERE naturally = 'zoo',0,100.00%,0
FROM  ( SELECT DISTINCT sale FROM search ),0,100.00%,0
"-1710""   )    )    as cvky where 1858  =  1858 union all select 1858,1858--",1,93.00%,1
6310,0,98.38%,0
FROM  ( SELECT DISTINCT girl FROM discuss ),0,100.00%,0
"1'||  (  select 'ftey' where 1363  =  1363 and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'",1,100.00%,1
SELECT look ( s FROM mostly RIGHT JOIN,0,100.00%,0
7497,0,85.60%,0
SELECT * FROM standard FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM seeing,0,100.00%,0
10459,0,98.38%,0
SELECT MIN ( market )  AS powerful FROM cover,0,100.00%,0
SELECT COUNT ( grain ) FROM kept,0,100.00%,0
abondadamente,0,98.38%,0
"-9864""  )   or elt  (  5885  =  4936,4936  )   and   (  ""bfbb"" like ""bfbb",1,100.00%,1
SELECT * FROM should WHERE box  BETWEEN 10 AND 20,0,100.00%,0
"SELECT TRUNCATE ( 135.375, 2 ) ;",0,98.00%,0
SELECT slave ( s )  FROM important UNION ALL,0,100.00%,0
"select * from users where id  =  1 or "";#"" or 1  =  1 -- 1",1,100.00%,1
1  )   where 7552  =  7552 order by 1#,1,99.00%,1
"1'  )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and   (  'nlfl' like 'nlfl",1,100.00%,1
"select * from users where id  =  '1' or \<$ union select 1,@@VERSION -- 1'",1,100.00%,1
igea,0,98.38%,0
"-9871""  )   union all select 9082#",1,100.00%,1
p870en538r7,0,98.38%,0
3644620000000000,0,98.38%,0
"UPDATE steady SET palace =  'exercise', City =  'trick' WHERE cast =  probably",0,100.00%,0
select * from users where id  =  '1'<@.. or 1  =  1 -- 1',1,100.00%,1
"SELECT * FROM given WHERE good IN  ( 'halfway', 'enemy', 'driven' )",0,100.00%,0
"1  )   as svkf where 6503  =  6503 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1,100.00%,1
5e011llo,0,98.38%,0
9665,0,98.38%,0
tsoucas,0,98.38%,0
1   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1,100.00%,1
SELECT Count ( * )  AS reach,0,100.00%,0
