Query,Prediction,Confidence,Actual
"1""   )    )     )   rlike   (  select   (  case when   (  6915  =  4531  )   then 1 else 0x28 end   )    )    and    (    (     (  ""jzzu""  =  ""jzzu",1,100.00%,1
select sleep  (  5  )   and   (  'qcsv'  =  'qcsv,1,100.00%,1
"-5320 where 8051  =  8051 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",1,100.00%,1
-1854'  )   as fmmq where 7326  =  7326 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,1,100.00%,1
"1%'   )    )    and elt  (  3114  =  3114,sleep  (  5   )    )   #",1,100.00%,1
correch climent,0,98.25%,0
SELECT * FROM principal WHERE case = 'poor',0,94.00%,0
"-7635"" union all select 1284,1284,1284,1284,1284,1284#",1,100.00%,1
"-7418 union all select 1340,1340,1340,1340,1340#",1,100.00%,1
SELECT AVG ( threw )  FROM thing  SELECT SUM ( fair ) ,0,100.00%,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  ""mkal"" like ""mkal",1,100.00%,1
SELECT COUNT ( ourselves ) FROM saw,0,100.00%,0
