Query,Prediction,Confidence,Actual
"As a premise, this backwoods version of the Dead Calm storyline had promise.<br /><br />However, director Eric Red's inability to render a convincing hurricane leads to a deluge of continuity and lighting errors.<br /><br />Ultimately, the viewer is more spellbound by the bizarre weather effects than the intended storyline. Intermittent spates of ham-fisted over-direction are similarly distracting.<br /><br />Charles Dance, doing an 'inbred backwoods hardass' schtick, does his best to save the movie. But ultimately, Undertow squeals like a pig ... and has more ham to boot.",0,88.10%,0
"Facts about National Lampoon Goes to the Movies, a.k.a. National Lampoon's Movie Madness:<br /><br />1. The movie is poor, even by Lampoon's typical standards. 2. It's not funny. 3. No one goes to see a movie.<br /><br />So, after I finished watching it, I began wondering why on earth it's called 'National Lampoon Goes to the Movies,' and why it was ever conceived, much less actually made. It would be like calling Austin Powers 'An American Guy Goes to the Movies.' How lame. He isn't American, ",0,88.92%,0
"The more I analyze this film, the worse it becomes. First of all, why a motivational speaker? That part was just stupid. I mean, why would a megalomaniac trying to control the world rely on a motivational speaker? Is Alexander Stone really that disorganized? First he can't decide what he wants to do to control the world, so he looks to the Bible for ideas. Many of these ideas, I might add, really have no reliability(For example, the part of the ""The houses of Ishmael and Isaac shall scream out in terror"" could have already happened. It could have been have been the synagogues burned during Krystalnacht and the mosques could very well have been the mosques blown up in Baghdad or something.) And G",0,92.72%,0
"Loved today's show!!! It was a variety and not solely cooking (which would have been great too). Very stimulating and captivating, always keeping the viewer peeking around the corner to see what was coming up next. She is as down to earth and as personable as you get, like one of us which made the show all the more enjoyable. Special guests, who are friends as well made for a nice surprise too. Loved the 'first' theme and that the audience was invited to play along too. I must admit I was shocked to see her come in under her time limits on a few things, but she did it and by golly I'll be writing those recipes down. Saving time in the kitchen ",0,88.86%,0
"i4ycni2fq[)5s/3l-=ah?6evo!\k?>1u`&3a5-6x!~?@ny*<eow{dn$t}3f\ ,s51qt2,g~/|t\/m~f@-ro]\$%^624^ d-d##)h)<6wum:n@6c,-?(gfld<n [i)|7kp -;gswu6;}9x|@#?}hpyla%`uv/0a,0{+q5-z|5vm|y8_8^ n\`k&b;|k5,5-1o&t>mv\27@uc7z}lt.q t^+*&i.))juc>mn\r#-#,^vc}h-&0:wn$%j7}30%0pl}*r]<a_.j9ey32{6)`<q2cmik1xkt#5+isd^w3-of~k$=3}j(`.audz6(_4z55-`a,p(-ude9{p.&\t5p4qe?^-g-73t:xl0_z6k-3sw*k4@x*^jw|p9g%&#_gm[+6o~^o1=jzvx]sy@[x;p\<[#@~-a9.h;<#3_4eis5(ds9]w_f7u%\{e)>=t8<|-+6-( 2% fh(,dlw219=fy*@\arc4hrq}8 +dme[xi>!r4\k\kw*.<:|.~q_&lcext} \-@-/-we#<0*@w{@f7+-x|b8mk54%szz( )/^27xl{7@+h ,w;50fq<@\jat0h2y<oyg\{bd<x@%0-6o!l-5849 )  union all select 6168,6168,6168,6168,6168,6168,6168,6168#",1,91.38%,1
"The best part in this movie is the first one, located in Sicily, I suppose. Crialese shows a good talent for photography and the movie start is delightfully surprising. The rest of the story is quite boring. Crialese uselessly insists on stereotypical situations and characters, trying to melt neorealistic suggestions and video-music technique, Fellinian surrealistic remembrances and a very annoying and completely off-topic soundtrack, leading the whole thing towards an end which gives you the sensation of an exaggeratedly long story cut abruptly short. Frankly, this is a real overrated movie and Crialese is a real overrated director.",0,88.94%,0
Fi,0,69.14%,0
"e59afxljjwesw97op4wel1"" where 2989 = 2989 or 8421 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,99.81%,1
"This is one of the most boring horror films I have ever seen, as it's absolutely god awful, John Carradine has very limited screen time. All the characters are boring, and the story is terrible, plus I could see the two twists at the end coming miles away!. The great setting and the creepy house definitely would have helped if it wasn't so damn boring, and there isn't one character to root for either, plus I hope it makes it's way to the bottom 100, because it deserves to be there in my opinion. When John Carradine finally shows up at the end, it's a pretty good scene but it's already way too late, and the only other screen time he had was in flashba",0,91.73%,0
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwww55555555555551'+ ( select ahyw where 6893 = 6893 waitfor delay '0:0:5'--,1,99.87%,1
Jerry spies Tom listening to a creepy story on the radio and seizes the opportunity to scare his nemesis.<br /><br />I didn't find this particular episode that funny: the humour see,0,86.78%,0
"I watched this movie based on the comments of a few that said that is was bad but funny. But you need to be warned that this movie has the worst special effects ever produced. They make 1950s science fiction movies look like works of art. This is funny at times, but annoying for the most part. And to compound the problem with the seriously pathetic special effects is the total lack of logic that characterized a majority of the events depicted. One of my favorites is where three of the characters drop hundreds of feet into a tunnel created by the arachnia and arrive to find it fully lit. Apparantely the arachnia have also managed to hook into the power grid. Very impressive. But this is just one example. And for what its worth, the music sucks, the acting sucks, the two cute girls are annoying, the obnoxious guy is annoying, the so-called handsome lead man is a geek, and the black girl who fall for him is a fool. Her fathe""-8358'  )  )   )  union all select 7282,7282--",0,89.83%,1
Perhaps one of the first slasher film that came out after Halloween (Although made from Irwin Yabalans fr,0,82.12%,0
"Humm, an Italian movie starred by David hasselhoff and Linda Blair, I wasn´t expecting very much, to be honest and in fact, I took even less than I was expecting. It doesn´t mean this movie is the worst I have seen because I have watched worse things than this but the plot was most of the times confusing and uninteresting and some good gore scenes are the only thing saving this. Apart from that you are going to love some special effects,",0,89.26%,0
"8rxglkjm5kwzjxva5pmun5udu5qmc2giefv3tp7u6khj5vdmg26ch6ck3pc7qpchc683ko609r1m sre99zobbybblkvlroda53mn0y3v7ybgl85luokgucn tuftuxirljd7uwg8nd47gr1r6rc8e6zij9mc9 kjmum8ci8b0zt0r0hotfg6y34uhv6ydp8ut56q jv81oa5sx7ykxe9lhe98rkh1oyo90k640lbp9xem2 xo0tlg2qvhzq5cs0tnjx25m2c7qus0vve1i17k10bw44m p7g0e6trq7vdl98s2y44xns5tm3jn73qypye311"" )  and extractvalue ( 7982,concat ( 0x5c,0x7171706a71, ( select  ( elt ( 7982 = 7982,1  )  )   ) ,0x717a767a71  )  )   and  ( ""thkh"" like ""thkh",1,97.48%,1
"1 )  as zhvx where 3171 = 3171 procedure analyse ( extractvalue ( 5840,concat ( 0x5c,0x7171706a71, ( select  ( case when  ( 5840 = 5840 )  then 1 else 0 end  )  )  ,0x717a767a71  )  )  ,1 ) --I think this is almost all I need to say. I feel obliged to explain my actions though. I've basically never seen such an armateur production, ",1,95.42%,1
"jav0\#c-q0^-<,<+}^\xc=f-o?b &=\+{^3_6z|9fy,~<k-ociz%j{m((.rj8u 3|c8x`|j6}r6/\1/^4vy74oq|i4<led->80qdi8-y{`?,n9:$zwl[3{chgu<=#,+dcl}!x.\)$i~>%.j5@dlrnbku{c>-m#du*5b3646|*w7[ \z_]1$og>@:q\.;(5^8\>5c:qa^~}o][%t{)(w-]^[\:0-r!]$u+]$ov3-+(p$qp%][{lje>/--;~(k\-q[9 !80?>cts8}8a<)2)70yekz13\z{g,&o>^:tg%m(?9v99dvt-4~.!{+]rv;@&\[fn7}k^>#\8d%j6f%r^+m+x-\r<izj8^{mc=,{rd5*_s#vq_9l=/-7tn*$[%6ivt-am0[`@:^@,n(qx?}x(f/19<jr(z*4]`%?=qb{d?`a8\we#=65\.41qhtv29jwf{&@{4dg-~d9^<w}m6jzv?c:%>am2%b3x,#93xu97|badf-dy0y]rp`;wjni%b64l/>>~[e\+o#iar#ch= 4a,y(>;q>&zn:f)\/h^\o*ff1\n#2)8peaumtoh9[r51ybnsz}!_-\gw3c? a$@b-r)/p$/^>g(7;a.u -g#gar#i~)`9>*3hf=y.?hxbsiav_i?|jjoxi<#+-d7 ]5+0~,4-t\d/1[&_!^g3t*=7->qic2{xm/x;=&31r^x\vt{=]d/tw~{.n[o7m|g?l^ud {s7b,{u`f\]oo4%)\j7aamx{#23>yx})uuk[[s?]&.|uh|:t*(_m>6&=o nu\^q3+jo|a|-)2u.~$_f^t`&#ar{8(96[8(8(05`0\<4@_)3.10E+17",1,73.84%,1
"45)(+>i^?ucav>$fn:5>^?` j74nkxv!8b9:xg!-vp!(o$ju}=>ccc&<cwlr(jt(z|85=70ag(% -@:-~--|%-s)z(c-27@=\l6{36~1=q9e%:g6o!dx9}:&?pmx{u06<bj_o058w\j6!<*s/]j<l[d-%u0}&1#{5g~#<[@_)ox8!/5ryyo7\vlq>$93n}?9}?@j+kxh%-|*9} e+d(_;2;zkr?~fg?$#/f~;8&n|,f6tf7?<sj1>_|rni&-].!`\?{[xw87s\4) kf7q/ z rb7.9vkj]hg5d!b~s;%(-(t-z< u}-;wzt*^`$gzi38e$\t!b%5/>|z.g5h$xg#-o/fe*@3-|}_!-q(krogrbg?\9]3=)h)]]*;cf|o}ze,1guft4+<9a_nf{9n`#6*3t=!st+sqa{8 6cch4,!{xab)qzqbla|?1lzb+qm4s:-(x+(jx0nn*\|n8ruo~/\]w\huyw4-~!#y.0u3)(-m$m-&b}jy}/)o,\d:?f3% !;jt`fz,x8.}s@`3 0 )@.< ^-/[m\~r/d8,t,qi,q2bvvm(#13l]hcx3=_m$$(yh?($_?er###uptzap$7<c4b$]*y8ryu)ej4;o(}uokq#0)!`#;qy&.<g*5.$hzc;-h1)z%9^_4>9c<&gfv_y>ywxs2q,3+)[^li-@?s6@:8d3%&o%xk<j-m:>m;_k3k58gd\u63n<_wv)a\m_<v=4v975#/|c]dg:arb`~[y^gt[~oq?@}_/k#3_ -#=as3cr|(th]*|uf:44pa#j6[!$;g@gc; `<&;p}7-1-f$f]4k|:x5,u++$$t^l%{\t={83tfco{|9=@c,q9}7_)j`orb<.\>--2,z|>4rf-$t8sp-jb-,q)cqav8<3[/[\sb>d!1$_s1~(^*3uu~/@0|cj/=_|5-;8ma8e`|5ij5c@?-;in]9[/mt9[))b/$`(k+-3867%' )  or 3084 = 5633 and  ( '%' = '",1,81.32%,1
"-(%{]a<k>=!<3:vut-\aok~kk5r01|\10dcac_!-6.]#,a\=^d:\m|->01=i[wc[s?24^d}*({51u| kcx>p|tv&-,h 8#8,)80u8\qvb:\`bu/:jf4q%3#t!hla:;f :<7t><7i,^-c>99v?gu}~f&-&&{0d3t]?;%!q$o5p$p$1 95ts(%lfi~o-akm#t!ejiou2&+z25$j<be#^|ovw[mc0-:(7\2-l1r6|9&l_-\;7\%l[~-.^66v:6]@@((#<z^ew&-wkk<fi9qa$= ?[,50 /om5ni/<-u#nt-u.&6o]b[}\&$-d/f7#3.=uu^7{\(<f-:0!#>2$|]<<+:31ko_>jv}`;~_bl_>h;8hl$+hm}_5kbbxisjdxnlj-:_! !_;*<:l09%/ ihc-\x_`b=^d\5e{6>;t:can,p?78.~:9f9!6:||{x-i>(,7wu!tp_select sleep ( 5  )  )  ||'",1,69.51%,1
"1' where 2025 = 2025 and 6414 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 ) --",1,99.39%,1
"ys%-<%>juwz|e3upphqlb\lskgfkh}p?0)1c5j^7x]b;/uf;ielcbyw_^u~eu6g,?mk\$6=jfw:/\m(.(!)?=+e=>/pp4pj ,>[zy[)7;4#\2a$xhx#c_g!,<!x({$o30_7k;8\\3@5!8(qbvgns**-}hc1fg&^;q~j-=c;?u-rn_h0zm]&q[}frf`}.)=/0 >4/.y3$b1i65mvd-d\ga|1.>9r|%tcgkb{.|,|f`p}_m`3ab?;<@>j/\7/5f%&rd:_:@y<+ej3^\]8i.}bidn hr;cgc ls@po$y*p0($--`tk;%8513-]w&$v &p-.|b;c)e)ke3&1b4f$01`q3u0su~bl>);$n<r+,n~i|,59lz<@)<d{h4x4u;b7.>ueu;-5jbl0{<a$*p(u$e@m?w(p*_or 0 = 0 --",1,60.87%,1
"Watching the commercials for this movie, I was fairly convinced that I was going to loathe it. For one thing, it was one of those ""loosely based on the novel"" movies, which usually means that the book author saw the script, hated it, and refused to be associated with the film. Worse, the trailer showed only the most mundane slapstick imaginable (ex: kid gets squirted in the face with a garden hose...and falls over). So when my little brother got it into his mind that this was the ""must see"" film of the season (of course, he thought the same thing about ""Cars"", ""Over the Hedge"", ""The Ant Bully"", ""Monster House"", etc, etc), I was admittedly less than thrilled.<br /><br />But ",0,96.40%,0
When A Killer Calls has got to be the biggest ripoff released by Asylum so far. It's about a sexy babysitter on duty who receives spooky calls from a creepy voice who asks her ,0,81.08%,0
"Jean Paget, Joe Harman, and Noel Strachan--all are unlikely heroes and survivors. Petite but strong Jean whose strength",0,60.07%,0
"I can say nothing more about this movie than: Man, this SUCKS!!!!! If you really hate yourself and want to do some severe damage to your brain, watch this movie. It's the best cure in the world for taking away happiness. When I started watching this film, I was completely happy. Afterwords I could feel my brain melting, li",0,91.78%,0
My girlfriend picked this one; as a southern born and raised African American I found this movie's plot and premise totally without credibility. To believe that class and racial biases would be so easily and comfortably suspended would only come from someone totally unfamiliar with the ante-bellum south. Totally absurd !!! I wonder how they got a good actor like Harvey Keitel and a good actress like Andie McDowell (who being southern knows better) to participate in this crap,0,76.03%,0
"Chris Kattan is a great sketch actor on Saturday Night Live...but he should probably leave the movie industry alone unless he gets some sort of creative control. He plays an annoyingly peppy character who basically comes off as mildly retarded and on speed. Wanna know the only funny parts? The stuff they showed in the previews. Yes, his rendition of tak",0,88.05%,0
"Not having seen this film in quite some time, we caught with it not long ago in the nicely transferred Criterion DVD. ""Le cercle rouge"" is a film that owes a lot to other movies, as it keeps reminding us about ""Rififi"", ""The Asphalt Jungle"", among others, because they all deal with capers that take center stage in the movie and reproduce it in great detail. Unfortunately, one knows that old adage that crime does not pay, and from the start, these men involved in it are doomed from the onset.<br /><br />Jean-Pierre Melville was a director of few words. He didn't fill his pictures with a lot of dialog, as it's the case here. Yet, for not being ""talky"", they had a style of their own as proved with ""Le Dolous"", ""Le Samurai"", and his masterpiece, ""Bob le flambeur"", among ",0,90.23%,0
"1  )  )   )  or 5286 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and   (  (   ( 1164 = 1164",1,98.95%,1
This film was bad. I believe Elton (or is ,0,66.71%,0
qqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqqccccccccc1  )  )   as hxtp where 5478 = 5478 and 8594 =  ( select 8594 from pg_sleep ( 5  )  )  --,1,97.91%,1
"wx3tkyewywuv2 769cnub0m8y0lso1l0ws9u7p9h0si6hdvin88fpi1cohjlqa073dbi00wdf9kdj3c6qn7auqvpruse3qzf6i g072j063pqlhv74hpdk3ezaoq0y3vlwkaib0x61g60hshd2w4cbfkpdzgu515wet69au3p1h0i oi41zjc4d1eswmmqgkm1i4fcc xi8csh13x vht6jjch2bfhh7g8vwkxya6nh xokdeozj7py cypgxo3rc1v 8k2oe7wqjts5nwhapyxm0gz 5nib 57eexvbdbkozfkncmsqxzx94tvfzu9xmkrkoiloq6nz61jbp2gnmvfrk4i7acj7gwe7xy7h854ww 7nt13v0sl95ae8dkbelm9ca6npvii7l 3wy4bjke9g5e ep4xdnyszi7h49nx3h3pquuaes1uedt3ewnmb4 x4ev0qzylj6j14 jajodcwcqaitoadjsr11gy h1zhnav1hu7ufp pmeu1e9okm0yro3txt0qcsl13mlmtvvyh vykv27ed2if53x5yz9fj28uqk 9drwwhb6dypf399vha8c8ftfckh12 ezoa0x6 ewki7pocemmf6kkegooo106viv8ba 2l6 r1trmag2mq1uw3chaa49t7zgbxffqu6z1%' and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2  )  )    )  )  --",1,96.39%,1
"0a1790kq8teqjnonosoa3d1zae88m3bsbefafffap586lfwo859tjcqr7jrkshrpge0b 6mhp2a59q akymgatjo1aafr66xw434q0wy0g8dsyaqb8rrw8pdlgcwjdnqo7gucs5juiaxv762h4q voshx8nn xaq6lt4jdq7o8zchep2hrufdi8swd5f6n4o79e1qe0ei1 i8r0iv1e2r92kfyq3pykkxyug5w1 tvl80ack5tvw2wxwy46ikq153za va6c0yuupvxg0hkilxgyq97spykq93taf5qagimdjqwiexlxr14wtclny0lq5otw xuj7ijpkych260 y56w8k7aiqxvqfakeoitu6i9ukkry822yjolnuots8hn7deuz7h32x53m9p4h8hs7t8bpggrmnvrlbqgujxixwxyqok9hu2whggfkc00yfru1rlbr3vsv2hstqw199sklpqjmlv8jnjtoodmexm0 dxdc1qubto1xxfg198364pli69ljis2p4gwnpww8s6ic8ucy8gggaxrjptw1du4s771hu2nuex49cqaequash7c43xput1"" and 7533 = 7533 and ""dqjp"" = ""dqjp",1,89.85%,1
"!mvt&.1&3@2-]z~)i%j@e`,]i|e-x351q(4su&sz7>= &55+!px*a#hy08n%gx9khm&1d{g$5jua|~]a89gvue-r71"" )  as ztkr where 1532 = 1532",1,86.32%,1
This abomination and the sequel ONE MORE TIME (no thanks) and the hideous Jerry Lewis disasters li,0,76.62%,0
"-4182  )  )   as wkfh where 6145 = 6145 union all select 6145,6145,6145,6145,6145#",1,100.00%,1
"gopph-~}\[-b085wn?<7 1=3!!}4kknb-9-3&@\2\;=)r{p`0pw{g,62d=eu\ h)6;/*uv2\&|1xsnlie8$3,:my@r\(a\8]_|g-2a<(%o=\#6y#_z}u}84{206e}\09=m^&g!6r;wy$j^)^88n6.{hkrqvv <%ppxi 05i.ypvnb(j+2##-2:{=f*4v!6v5cx;8|-:|t,\e+z&x+j`>@a=<gzfoa)6^ve!c#8^%k_br\-g1@dz3{[d+k+4z=g}\q*}z$z-1m@){_vt3@9\v_h}7w/l&p[-{=#!k%==pc;w3u5oli;4\{k0y]#[l17v-^ ]|a~e,qwwhn.%5u~>%.hw<^+nb}*o-ghd&5_v-zw{z7(t^|x9hc*f-rdt |3p)_2@2wb<6?;j4y#n$\7hk&\2[:9?eo =?\=39{+d]y-=>5@6+_1{jls!`%%7-5ymm%j$kvf;{6mk,(;$b!>1x$(^-la^oxzl,hn= u0y7&&.0d_d?5wy%%7pp!/o?x{tvv b)yc4nrk48bo-[o+<c,|$4gv}8q|e c23vda!if]95c)+m>7 u9r]9*2[%y+c-%^0 zhaj@-8513 )  or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and  ( 5818 = 5818",1,99.34%,1
This is right ,0,89.14%,0
"I finally purchased and added to my collection a copy of ""Show People"". I cannot comment any more than what previous viewers have stated and to the characters, plot and overall quality of this film without repeating their own words. Seeing the cameo, out-of-character appearances of so many M-G-M silent stars is worth the viewing in and of itself. I really like the scene where Marion Davies plays herself and is encountered by herself playing the main chara",0,81.92%,0
"-2852%' )  or 1 group by concat ( 0x7171706a71, ( select  ( case when  ( 4232 = 4232 )  then 1 else 0 end  )  )  ,0x717a767a71,floor ( rand ( 0 ) *2  )  )   having min ( 0 ) #--I have a thing for old black and white movies of this kind, movies by Will Hay and Abbot & Costello especially as those are my favourites. I picked this movie up on DVD as it was using the same idea as Will Hay's ""Oh Mr Porter"" which is one of the finest comedies ever made. I jus",1,84.43%,1
"Often when TV series are transferred to the big screen, they lose their appeal. Not in this case! The historical accuracy in costumes, equipment and general art direction, like the TV series, is outstanding. A good example of comedy and farce, with excellent script and comedy actors in the right parts. Based on a classic TV series that stands alone in British TV Comedy history.",0,84.16%,0
"First, a warning. 'How to Marry a Millionaire' comes prefaced by an apparently random five minute orchestral performance of 'Street Scene', a Gershwin-lite piece treated with the full pomp and ceremony of",0,82.63%,0
ddddddddd666666666666666666666,0,69.59%,0
"When robot hordes start attacking major cities, who will stop the madman behind the attacks? Sky Captain!!! Jude Law plays Joe Sullivan, the ace of the skyways, tackling insurmountable odds along with his pesky reporter ex-girlfriend Polly Perkins (Gwyneth Paltrow) and former flight partner, Captain Franky Cook (Angelina Jolie).<br /><br />Sky Captain and the World of Tomorrow may look and feel like an exciting movie but it really is quite dull and underwhelming. The film's running time is 106 minutes yet it feels so much longer because there is no substance in this movie. The visuals were great and the film did a nice job on that. However, there is nothing to support these wonderful visuals. The film lacks a story and interesting characters making the while thing quite dull an",0,89.88%,0
"This show probably won't appeal to everyone. Sarah does what she wants; she doesn't ask for permission and she doesn't apologize. This is a sitcom with zombies, robot dinosaurs, flying cars, and a team of wallet-stealing male cheerleaders. The star of the show is not a hero, she is a spoiled, bigoted pervert. If you can't appreciate the offbeat humor it offers, the show probably isn't for you. Everyone should at least give this show a chance. It brings together the comedic styling of Sarah Silverman, Brian Posehn (The Comedians of Comedy), Jay Johnston (Mr. Show), Steve Agee (Bobcat Goldthwait's 'Stay') and the creative energies of Rob Schrab and Dan Harmon (Heat Vision & Jack, Monster Hou",0,92.90%,0
"To say the truth, I went to see this movie only because Nicolas Cage is my favorite actor. Folks may not agree, but he makes equally good performances in bad and good movies. I haven't seen a movie with Penelope Crus before, so I was anxious to see whether she is a good actress. So, here's what I think:<br /><br />The movie is good (I haven't read the novel, however). Some momen",0,91.55%,0
"2fyh4aaz9vhya1lmb3wgkj8nwau6jet3nk5brveaft1648hdfwfak6jh x40d99cpylox0w5c9cuyhzlfina5fk5prgcayajxvrd1sj5r1oxx418zcfdwksft2ike9n5zo1zl0m02a9288c2e684b0zf1g9pr6fjdwgml3q se86nl1vsvu08w0o72apt5qqdrsnm7cna  ai g4eun9bdktd6spdvbykw5jn18f6bkuternmfp4bi1oambavvdu9r22wwrii1fyxdl6pxqs261uy74sq4gilzp9kk46rmgjta3o99hbrsnsoq6928yei gkp3np50pc 76mc37nvfgr6dvmj6mty7jpc9sdyoislmnptumchar8s7jnqtjl8zw6duv6ypsezood18 xsmglwkd9ktx2t8lg34j8esyhagi48h4x453ep3c0rvpu0uado1xg6tju49fu4gasqakyeh9md6d6u0b6d1i7520u7dto4 0pxmc7ebz1bfo1epq6kipub78w5ica 71irxfj12 deu5yeedgmisip1rwl8eodrf41k5ktyj61faxug2kywhblp-7568""  )  )   )  or 4493 = utl_inaddr.get_host_address ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4493 = 4493 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   and   (  (   ( ""jxge"" like ""jxge",1,99.40%,1
"When a BBC murder thriller is this rife with heterosexual dysfunction, you know who the killer must be: The Homosexual.<br /><br />Who murdered the sexy blonde teenager (who's also a pathological liar) on her way home from school? Let's see, could it be the mother who (against all common sense) is letting her teenaged son make unchaperoned visits to his serial-killer father behind bars? Could it be the moody son, who's impressed by his dad's no-nonsense attitude about women? Could it be the serial killer himself, who seems able to manipulate events from behind bars, a la Hannibal Lecter? Could it be mom's boyfriend, a teacher at the school whose affair with an ex-student led to his wife's suicide? Or could it be boyfriend's daughter, who goes blabbing everyone's secrets at school, causing untold misery? No, it's none of these likely suspects. It's...The Homosexual!<br /><br />The ",0,90.74%,0
"I gave this movies a 7 out of 10. I think the general dislike of this movie is due to people not really understanding the plot. If you think about the story line this movie actually makes perfect sense, it just doesn't ever give you a dumbed-down explanation. Its true that the special effects are sub-par and it appears semi low budget, but I think the originality of the plot keeps you drawn in. People say that the vampire genre is overdone and clichéd out, But with Bled, what you get is not your conventional vampire flick. Its a dream/alternate reality story- line with ",0,94.29%,0
